CODIGO,NOMBRE,EMBALSE,X,Y,DEMARC,CAUCE,GOOGLE,OPENSTREETMAP,WIKIDATA,PROVINCIA,CCAA,TIPO,COTA_CORON,ALT_CIMIEN,INFORME
3450015,GUAJARAZ,Guajaraz Reservoir,"397,999,260,600,001","-408,754,612,399,997",TAJO,ARROYO DEL GUAJARAZ,,https://www.openstreetmap.org/relation/3374623,https://www.wikidata.org/wiki/Q26904323,Toledo,Castilla - La Mancha,Presa de materiales sueltos de pantalla asfáltica,"607,6","463,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=871
14150011,VILAGUDIN,VILAGUDIN,"430,945,645,850,001","-849,268,471,099,998",GALICIA-COSTA,RÍO PARADELA,,,,A Coruña,Galicia,Presa de materiales sueltos de pantalla de hormigón,"284,5",33,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3090
8120005,MARIA CRISTINA,Maria Cristina Reservoir,"400,282,904,270,001","-0,163969956999949",JUCAR,RAMBLA DE LA VIUDA,https://www.google.com/search?kgmid=/g/120j37yv,,https://www.wikidata.org/wiki/Q5830527,Castelló/Castellón,Comunitat Valenciana,Presa de fábrica de mampostería,"138,219,999,999,999","56,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2261
1320011,PEÑARRUBIA,Peñarrubia Reservoir,"424,564,492,920,001","-681,942,030,899,995",MIÑO-SIL,RÍO SIL,https://www.google.com/search?kgmid=/g/1203lz94g,,https://www.wikidata.org/wiki/Q5830543,Ourense,Galicia,Presa de fábrica de gravedad (hormigón vibrado),"39,742","357,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=96
5140037,BEMBEZAR,Bembézar Reservoir,"378,247,225,110,001","-523,720,810,199,995",GUADALQUIVIR,RÍO  BEMBÉZAR,,,https://www.wikidata.org/wiki/Q5830414,Córdoba,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),"97,5",37,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1459
9430006,CIURANA,Siurana reservoir,"412,495,806,650,001","0,913874355000075",EBRO,RIU DE SIURANA,https://www.google.com/search?kgmid=/g/1hb_f69pj,https://www.openstreetmap.org/relation/5581963,https://www.wikidata.org/wiki/Q3376614,Tarragona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),"489,139,999,999,999","6,274",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2772
8030092,GUADALEST,Guadalest Reservoir,"38,679,938,329","-0,19178029699998",JUCAR,RIU BENIARDÁ O GUADALEST,https://www.google.com/search?kgmid=/g/122vxrxt,,https://www.wikidata.org/wiki/Q3373919,Alacant/Alicante,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2243
9220090,SANTA MARIA BELSUE,SANTA MARIA BELSUE,"4,230,237,966","-0,347295588999941",EBRO,RÍO FLUMEN,,,,Huesca,Aragón,Presa de fábrica de mampostería,"896,399,999,999,999",52,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2504
5130007,"FRESNEDA, LA","FRESNEDA, LA","38,558,512,121","-362,973,097,799,994",GUADALQUIVIR,RÍO  JÁNDULA O FRESNEDA O JORGE,,,,Ciudad Real,Castilla - La Mancha,Presa de fábrica de arco-gravedad,"719,549,999,999,999","375,499,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1420
9310034,IRABIA,IRABIA,"429,849,261,200,001","-115,747,190,799,993",EBRO,RÍO IRATI,,,,Navarra,Comunidad Foral de Navarra,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2746
5410154,LEBRIJA,LEBRIJA,"36,960,900,983","-604,259,056,299,998",GUADALQUIVIR,,,,,Sevilla,Andalucía,Presa de materiales sueltos homogénea,"1,034","131,199,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1795
9310008,"FERIAL, EL","FERIAL, EL","422,903,109,210,001","-158,668,498,599,997",EBRO,VAL DE LA FUENTE DEL FERIAL,,,,Navarra,Comunidad Foral de Navarra,Presa de materiales sueltos zonificada o de núcleo,394,13,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2720
9310017,"FERIAL, EL","FERIAL, EL","42,286,924,904","-158,597,230,399,994",EBRO,VAL DE LA FUENTE DEL FERIAL,,,,Navarra,Comunidad Foral de Navarra,Presa de materiales sueltos zonificada o de núcleo,394,34,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2729
7020004,TAIBILLA,TAIBILLA,"38,192,427,536","-226,193,352,199,994",SEGURA,RIO TAIBILLA,,,,Albacete,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,"956,299,999,999,999",39,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2006
9420004,MONTEAGUDO DE LAS VICARIAS,MONTEAGUDO DE LAS VICARIAS,"41,380,343,456","-217,816,542,799,994",EBRO,VERTIENTE POR LA MARGEN DERECHA DEL RÍO NAJIMA,,,,Soria,Castilla y León,Presa de materiales sueltos homogénea,"822,389,999,999,999","15,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2761
9420002,MONTEAGUDO DE LAS VICARIAS,MONTEAGUDO DE LAS VICARIAS,"41,386,306,441","-218,959,618,999,997",EBRO,VERTIENTE POR LA MARGEN DERECHA DEL RÍO NAJIMA,,,,Soria,Castilla y León,Presa de materiales sueltos homogénea,803,"7,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2759
7300010,ARGOS,embalse del Argos,"381,723,978,200,001","-173,353,032,399,996",SEGURA,RIO ARGOS,https://www.google.com/search?kgmid=/g/1220l8n2,,https://www.wikidata.org/wiki/Q5830602,Murcia,Región de Murcia,Presa de materiales sueltos zonificada o de núcleo,"414,6","36,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2046
1390012,MEDIAJO,MEDIAJO,"43,089,135,608","-402,396,184,799,994",CANTABRICO OCCIDENTAL,,,,,Cantabria,Cantabria,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=182
15200005,URKULU,Urkulu reservoir,"430,225,055,220,001","-247,053,633,499,996",CANTABRICO ORIENTAL,TXAETA ERREKA,,,https://www.wikidata.org/wiki/Q12268686,Gipuzkoa/Guipúzcoa,País Vasco,Presa de materiales sueltos de pantalla de hormigón,336,54,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3120
1320028,SANTA EULALIA,SANTA EULALIA,"423,483,453,630,001","-706,397,987,999,998",MIÑO-SIL,RÍO XARES,,,,Ourense,Galicia,Presa de fábrica de bóveda,528,73,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=113
2340015,CERVERA,CERVERA,"428,660,505,030,001","-452,768,060,999,995",DUERO,RÍO RIVERA O VENTANILLA,,,,Palencia,Castilla y León,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=352
1270010,MONTEFURADO,MONTEFURADO,"42,390,996,026","-721,834,378,999,995",MIÑO-SIL,RÍO BIBEI,,,,Lugo,Galicia,Presa de fábrica de gravedad (hormigón vibrado),292,42,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=70
4060102,MONTIJO,MONTIJO,"389,236,610,560,001","-642,868,094,199,997",GUADIANA,RIO GUADIANA,,,,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1027
4060045,"AGUIJON, EL","AGUIJON, EL","38,473,447,859","-692,088,528,799,997",GUADIANA,RIO ALCARRACHE,,,,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=972
1270006,SEQUEIROS,SEQUEIROS,"42,450,804,406","-725,122,124,099,994",MIÑO-SIL,RÍO SIL,,,,Lugo,Galicia,Presa de fábrica de gravedad (hormigón vibrado),"257,1","221,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=66
7030005,CREVILLENTE,CREVILLENTE,"382,573,070,890,001","-0,791022540999961",SEGURA,BARRANCO DEL BOSCH,,,,Alacant/Alicante,Comunitat Valenciana,Presa de materiales sueltos zonificada o de núcleo,"147,5",58,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2018
2090007,ARLANZON,Arlanzón Dam,"42,263,942,951","-333,957,144,699,997",DUERO,RÍO ARLANZÓN,https://www.google.com/search?kgmid=/g/120lwg9c,,https://www.wikidata.org/wiki/Q11681445,Burgos,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=256
2370021,AGUEDA,AGUEDA,"40,529,781,939","-648,161,367,799,997",DUERO,RÍO ÁGUEDA,,,,Salamanca,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),"66,212","37,6",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=381
3280040,"VILLAR, EL",El Villar Reservoir,"409,474,491,760,001","-356,294,228,099,995",TAJO,RÍO LOZOYA,https://www.google.com/search?kgmid=/g/121_4d1r,,https://www.wikidata.org/wiki/Q5830463,Madrid,Comunidad de Madrid,Presa de fábrica de mampostería,906,"50,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=817
2490004,PUENTE PORTO,PUENTE PORTO,"421,158,687,330,001","-683,043,827,699,993",DUERO,ARROYO DE BAJO DEL CASTILLÓN,,,,Zamora,Castilla y León,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=471
1390003,ALSA TORINA,ALSA TORINA,"430,720,798,520,001","-401,289,343,399,998",CANTABRICO OCCIDENTAL,ARROYO DE MOJÓN,,,,Cantabria,Cantabria,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=173
1390004,ALSA TORINA,ALSA TORINA,"430,947,327,860,001","-399,995,942,799,995",CANTABRICO OCCIDENTAL,RÍO TORINA O TORINO,,,,Cantabria,Cantabria,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=174
7020001,"BAYCO, RAMBLA DE","BAYCO, RAMBLA DE","386,400,374,940,001","-150,110,869,599,996",SEGURA,RAMBLA DE ORTIGOSA,,,,Albacete,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,697,43,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2003
6290014,CASASOLA,Casasola reservoir,"3,680,441,203","-449,571,219,199,993",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO CAMPANILLAS,https://www.google.com/search?kgmid=/g/120n2j5y,,https://www.wikidata.org/wiki/Q5830430,Málaga,Andalucía,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1967
3050006,"ACEÑA, LA",La Aceña reservoir,"406,125,237,900,001","-422,148,248,499,997",TAJO,RÍO DE LA ACEÑA,https://www.google.com/search?kgmid=/g/121_zmv_,https://www.openstreetmap.org/relation/1407214,https://www.wikidata.org/wiki/Q11681441,Ávila,Castilla y León,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=500
10250001,SANT PONC,SANT PONC,"419,629,241,380,001","160,560,158,600,003",CUENCAS INTERNAS DE CATALUÑA,RIU CARDENER,,,,Lleida,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),"531,5","59,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2911
4060071,HORNO TEJERO,HORNO TEJERO,"391,524,666,400,001","-643,288,892,199,996",GUADIANA,RIVERA DE LACARA,,,,Badajoz,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=996
9220095,LANUZA,Lanuza Reservoir,"42,750,213,783","-0,314386454999976",EBRO,RÍO GÁLLEGO,https://www.google.com/search?kgmid=/g/1229dgd0,,https://www.wikidata.org/wiki/Q3377773,Huesca,Aragón,Presa de fábrica de bóveda,"128,659,999,999,999","795,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2509
6290036,"LIMONERO, EL","LIMONERO, EL","36,758,417,373","-443,246,489,999,996",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO GUADALMEDINA,,,,Málaga,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1989
9220042,"PEÑA, LA","PEÑA, LA","423,833,827,130,001","-0,735549655999932",EBRO,RÍO GÁLLEGO,,,,Huesca,Aragón,Presa de fábrica de mampostería,541,61,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2458
9500011,VAL,El Val reservoir,"418,757,919,440,001","-178,697,264,699,997",EBRO,RIO DE LA CASA O VAL,,,https://www.wikidata.org/wiki/Q95570755,Zaragoza,Aragón,Presa de fábrica de gravedad (hormigón compactado),"629,149,999,999,999","94,4",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2824
7300001,PUENTES IV,PUENTES IV,"377,347,336,080,001","-181,922,575,299,996",SEGURA,RIO GUADALENTIN O SANGONERA,,,,Murcia,Región de Murcia,Presa de fábrica de gravedad (hormigón vibrado),474,78,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2037
7300011,PUENTES IV,PUENTES IV,"37,740,643,543","-182,258,208,899,998",SEGURA,RIO GUADALENTIN O SANGONERA,,,,Murcia,Región de Murcia,Presa de materiales sueltos zonificada o de núcleo,476,14,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2047
4060026,"CANCHALES, LOS",Los Canchales reservoir,"38,964,354,455","-652,263,624,799,997",GUADIANA,RIO LACARA,https://www.google.com/search?kgmid=/g/11b6x7ykth,https://www.openstreetmap.org/relation/2082226,https://www.wikidata.org/wiki/Q18753075,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=953
8030035,BENIARRES,BENIARRES,"388,149,169,910,001","-0,356155444999956",JUCAR,RÍO SERPIS,,,,Alacant/Alicante,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),"320,649,999,999,999",53,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2191
2490012,CASTRO,Castro Reservoir,"4,157,537,726","-618,722,467,599,997",DUERO,RÍO DUERO,,,https://www.wikidata.org/wiki/Q110295650,Zamora,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=479
4210017,SOTIEL,SOTIEL,"37,712,180,796","-680,803,912,999,994","TINTO, ODIEL Y PIEDRAS",RIVERA OLIVARGAS,,,,Huelva,Andalucía,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1222
1240017,"ROZAS, LAS","ROZAS, LAS","429,069,858,300,001","-635,038,478,399,997",MIÑO-SIL,RÍO SIL,,,,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),961,71,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=50
3190008,BOLARQUE,Bolarque Reservoir,"40,363,245,856","-281,868,119,299,997",TAJO,RÍO TAJO,https://www.google.com/search?kgmid=/g/12283wdl,,https://www.wikidata.org/wiki/Q8775290,Guadalajara,Castilla - La Mancha,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=744
3190028,PALMACES,Pálmaces Reservoir,"41,050,474,754","-293,994,336,499,998",TAJO,RÍO CAÑAMARES,https://www.google.com/search?kgmid=/g/121lswsr,,https://www.wikidata.org/wiki/Q5658823,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=763
14150023,BARRIE DE LA MAZA,BARRIE DE LA MAZA,"428,649,691,900,001","-879,707,815,799,998",GALICIA-COSTA,RÍO TAMBRE,,,,A Coruña,Galicia,Presa de fábrica de gravedad (hormigón vibrado),249,48,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3102
5230029,QUIEBRAJANO,QUIEBRAJANO,"376,330,053,230,001","-372,850,877,899,998",GUADALQUIVIR,RÍO  QUIEBRAJANO,,,,Jaén,Andalucía,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1565
9260028,GONZALEZ LACASA,González-Lacasa Reservoir,"421,737,805,980,001","-267,275,261,299,994",EBRO,ARROYO DE LOS ALBERCOS,https://www.google.com/search?kgmid=/g/120_4jdm,,https://www.wikidata.org/wiki/Q5830377,La Rioja,La Rioja,Presa mixta,"996,5","70,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2688
1330019,TANES,TANES,"43,220,949,729","-542,776,056,999,998",CANTABRICO OCCIDENTAL,RÍO NALÓN,,,,Asturias,Principado de Asturias,Presa de fábrica de gravedad (hormigón vibrado),495,95,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=149
5180018,"PORTILLO, EL",El Portillo Reservoir,"378,040,083,020,001","-278,730,105,799,997",GUADALQUIVIR,RÍO  CASTRIL,,,https://www.wikidata.org/wiki/Q11966988,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1521
5230021,VIBORAS,VIBORAS,"37,639,127,269","-401,175,384,999,993",GUADALQUIVIR,RÍO  VÍBORAS,,,,Jaén,Andalucía,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1557
4060067,VALUENGO,VALUENGO,"38,301,870,679","-667,658,085,999,994",GUADIANA,RIO ARDILA,,,,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=992
2240006,VILLAMECA,Villameca Reservoir,"426,484,728,770,001","-607,216,067,399,997",DUERO,RÍO TUERTO,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=290
2240013,VILLAMECA,Villameca Reservoir,"4,264,729,808","-606,777,581,499,995",DUERO,RÍO TUERTO,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=297
2240003,VILLAMECA,VILLAMECA,"42,648,767,698","-605,942,422,599,998",DUERO,,,,,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),"100,989,999,999,999","6,6",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=287
9090001,SOBRON,SOBRON,"42,767,126,621","-310,021,329,299,997",EBRO,RÍO EBRO,,,,Araba/Álava,País Vasco,Presa de fábrica de gravedad (hormigón vibrado),"512,799,999,999,999","392,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2400
3100145,GUADILOBA,Guadiloba reservoir,"39,487,293,193","-629,761,917,899,998",TAJO,RÍO GUADIOLOBA,https://www.google.com/search?kgmid=/g/11h18yvys4,,https://www.wikidata.org/wiki/Q63392467,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),"360,649,999,999,999","3,175",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=677
9500035,MAIDEVERA,reservoir of Maidevera,"415,738,088,460,001","-176,909,459,999,996",EBRO,RÍO ARANDA,,,https://www.wikidata.org/wiki/Q94988427,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,803,"21,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2846
9500025,MAIDEVERA,reservoir of Maidevera,"415,747,146,200,001","-176,034,515,199,996",EBRO,RÍO ARANDA,,,https://www.wikidata.org/wiki/Q94988427,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,"803,5","53,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2837
1270004,VILASOUTO,VILASOUTO,"42,660,979,092","-742,345,703,199,993",MIÑO-SIL,RÍO MAO,,,,Lugo,Galicia,Presa de fábrica de gravedad (hormigón vibrado),476,59,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=64
5410123,"AGRIO, EL","AGRIO, EL","375,322,020,510,001","-628,346,466,799,997",GUADALQUIVIR,RÍO  CRISPINEJO O AGRIO,,,,Sevilla,Andalucía,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1765
5180012,CUBILLAS,Embalse de Cubillas,"37,274,509,489","-368,317,058,099,996",GUADALQUIVIR,RÍO  CUBILLAS,,,https://www.wikidata.org/wiki/Q5369439,Granada,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1515
4060061,GARGALIGAS,GARGALIGAS,"391,890,571,110,001","-535,996,145,499,996",GUADIANA,RIO GARGALIGAS,,,,Badajoz,Extremadura,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=988
8440007,ARQUILLO DE SAN BLAS,Arquillo de San Blas reservoir,"403,639,950,640,001","-120,489,484,199,993",JUCAR,RIO TURIA O GUADALAVIAR,https://www.google.com/search?kgmid=/g/1211pdb5,https://www.openstreetmap.org/relation/7897124,https://www.wikidata.org/wiki/Q11681446,Teruel,Aragón,Presa de fábrica de gravedad (hormigón vibrado),"97,896",54,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2295
9220022,BASERCA,Baserca reservoir,"42,578,713,312","0,758746737000024",EBRO,RÍO NOGUERA RIBAGORÇANA,https://www.google.com/search?kgmid=/g/12353cj_,https://www.openstreetmap.org/relation/7189805,https://www.wikidata.org/wiki/Q11940022,Lleida,Cataluña,Presa de fábrica de bóveda,"1437,5",86,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2439
